device_id,active_heartrate,bmi,workout_minutes,steps,lifestyle
01c99836-e48b-11ea-8204-0242ac110002,128.6331787537948,23.681682793379792,75.03343311386331,13627,0
01c99836-e48b-11ea-8204-0242ac110002,123.75282065124442,24.71061373767465,58.57040113554892,13053,0
01c99836-e48b-11ea-8204-0242ac110002,126.44614375257147,24.13681243088124,58.52875074981169,10918,0
01c99836-e48b-11ea-8204-0242ac110002,134.7280812579129,25.31325756999031,39.98835425213258,10892,0
01c99836-e48b-11ea-8204-0242ac110002,140.79669750399435,25.461029172138144,16.11060650495957,9255,0
01c99836-e48b-11ea-8204-0242ac110002,112.63505087732187,23.788206998496555,32.71280645833788,9048,0
01c99836-e48b-11ea-8204-0242ac110002,122.98333240022698,24.923642478465432,11.441390014102732,6787,0
01c99836-e48b-11ea-8204-0242ac110002,129.45277104270033,25.3383013033651,0,7600,0
01c99836-e48b-11ea-8204-0242ac110002,133.67148017099447,26.16366082124704,21.958978100098822,10452,0
01c99836-e48b-11ea-8204-0242ac110002,127.71647778526722,24.96126642684687,45.47247757074404,10925,0
01c99836-e48b-11ea-8204-0242ac110002,120.13594379824315,23.971954940076518,0,6976,0
01c99836-e48b-11ea-8204-0242ac110002,130.89521661209042,22.464772356953837,8.528061994287386,7869,0
01c99836-e48b-11ea-8204-0242ac110002,124.07005479614521,24.38832210570675,52.67335814786296,11753,0
01c99836-e48b-11ea-8204-0242ac110002,116.4269036444627,23.441029985191307,40.16416161772152,11435,0
01c99836-e48b-11ea-8204-0242ac110002,128.9036651832877,23.636441413045997,12.180473294580342,8472,0
01c99836-e48b-11ea-8204-0242ac110002,125.64294406568102,24.55950080974046,48.976017797213196,13320,0
01c99836-e48b-11ea-8204-0242ac110002,128.1494789312108,23.382984701913074,0,4917,0
01c99836-e48b-11ea-8204-0242ac110002,130.45681013254767,24.276766794251287,80.30596043171053,13769,0
01c99836-e48b-11ea-8204-0242ac110002,124.49736509603221,22.420260182010146,75.64379638674805,16073,0
01c99836-e48b-11ea-8204-0242ac110002,130.18654821798583,22.93638392532801,46.449802439601974,12291,0
01c99836-e48b-11ea-8204-0242ac110002,125.27630978489589,24.399697787190345,64.58222459874078,16994,0
01c99836-e48b-11ea-8204-0242ac110002,134.69654144951951,25.02096309201943,10.940001966457928,6910,0
01c99836-e48b-11ea-8204-0242ac110002,126.9578325759376,24.80601599526306,74.45954115683259,12032,0
01c99836-e48b-11ea-8204-0242ac110002,141.12486423331612,23.987760271869792,12.577588366473723,9950,0
01c99836-e48b-11ea-8204-0242ac110002,140.39901399825916,23.35862714889709,0,5799,0
01c99836-e48b-11ea-8204-0242ac110002,129.9853072455922,25.472651153280527,33.172562942726024,9480,0
01c99836-e48b-11ea-8204-0242ac110002,124.44932079892104,25.297581393746082,60.05165252625361,12740,0
01c99836-e48b-11ea-8204-0242ac110002,136.943687706084,25.472843503782624,20.606644908796078,11780,0
01c99836-e48b-11ea-8204-0242ac110002,130.7235739557527,24.690286926500246,6.554744077103646,6494,0
01c99836-e48b-11ea-8204-0242ac110002,130.18934600846072,25.629141188622476,27.538887318948188,10060,0
01c99836-e48b-11ea-8204-0242ac110002,126.81894455158542,25.399007580577774,10.360047586309541,7001,0
01c99836-e48b-11ea-8204-0242ac110002,140.06887888898078,22.967873199807094,27.994081378169312,10911,0
01c99836-e48b-11ea-8204-0242ac110002,122.3274735160895,25.29724833142319,20.437578028361425,9552,0
01c99836-e48b-11ea-8204-0242ac110002,137.38811596603782,24.952329339209903,20.870520503642886,11123,0
01c99836-e48b-11ea-8204-0242ac110002,124.97035707580321,23.448129627979124,28.165028092239595,6791,0
01c99836-e48b-11ea-8204-0242ac110002,115.65963295479023,24.46677694755275,19.528949788139553,10071,0
01c99836-e48b-11ea-8204-0242ac110002,129.9938594097651,25.456939805187424,0,6854,0
01c99836-e48b-11ea-8204-0242ac110002,135.42716982943358,23.398350868221197,22.21203945292921,7995,0
01c99836-e48b-11ea-8204-0242ac110002,134.63374481508885,24.91939565779823,8.056502960018062,7686,0
01c99836-e48b-11ea-8204-0242ac110002,136.08393647268974,25.385367143547615,23.588783884627762,7722,0
01c99836-e48b-11ea-8204-0242ac110002,128.0083761366834,23.675224580491406,57.28001903397914,10996,0
01c99836-e48b-11ea-8204-0242ac110002,130.1228291272299,24.956351709692417,0,6693,0
01c99836-e48b-11ea-8204-0242ac110002,128.26745217829875,25.731131493397804,70.98880578260606,10591,0
01c99836-e48b-11ea-8204-0242ac110002,141.2894820009283,23.546662226611996,55.14951176910162,11085,0
01c99836-e48b-11ea-8204-0242ac110002,132.87519839230214,24.483757200269398,96.01503667975621,16093,0
01c99836-e48b-11ea-8204-0242ac110002,123.79819341367245,24.961977635278192,25.234846627917587,8796,0
01c99836-e48b-11ea-8204-0242ac110002,123.66416509131969,21.714061751190535,34.76244104185866,10773,0
01c99836-e48b-11ea-8204-0242ac110002,118.49358461268264,25.373968004747326,42.72271953191908,8845,0
01c99836-e48b-11ea-8204-0242ac110002,123.43282664136058,23.33620003840809,48.992816476486155,11081,0
01c99836-e48b-11ea-8204-0242ac110002,133.79901834789803,24.49241623198424,27.55645042731946,8703,0
01c99836-e48b-11ea-8204-0242ac110002,131.32155939594873,25.936498632656633,39.71893412034317,12119,0
01c99836-e48b-11ea-8204-0242ac110002,131.57433082926804,23.41274813791842,64.58961563107408,11364,0
01c99836-e48b-11ea-8204-0242ac110002,140.29900735059528,25.125376181042085,1.9245282635418288,8786,0
01c99836-e48b-11ea-8204-0242ac110002,134.08152500290794,23.086221386621677,53.38871842080631,13078,0
01c99836-e48b-11ea-8204-0242ac110002,137.7615988297885,24.72861438011795,68.85640018633478,13933,0
01c99836-e48b-11ea-8204-0242ac110002,124.79850417569031,23.384375890295097,51.88769423283746,11587,0
01c99836-e48b-11ea-8204-0242ac110002,130.1891467805914,21.96554948852122,35.16129643336782,11015,0
01c99836-e48b-11ea-8204-0242ac110002,121.12679159364912,24.88553311933363,86.82114930321018,13182,0
01c99836-e48b-11ea-8204-0242ac110002,123.45161274008095,24.10338752964916,0,7167,0
01c99836-e48b-11ea-8204-0242ac110002,127.34444068249877,25.786289679446696,48.92545769862578,6288,0
01c99836-e48b-11ea-8204-0242ac110002,131.11548345726547,23.334582537587487,63.29877659216816,16562,0
01c99836-e48b-11ea-8204-0242ac110002,125.26467337062641,24.785679435840272,38.2984478528457,12721,0
01c99836-e48b-11ea-8204-0242ac110002,126.60946626472739,22.494130491712752,28.115619045760035,10898,0
01c99836-e48b-11ea-8204-0242ac110002,124.21670470907583,25.971864608526626,9.235720829624007,8085,0
01c99836-e48b-11ea-8204-0242ac110002,123.18797454644266,24.21771063009359,6.160156081695967,6122,0
01c99836-e48b-11ea-8204-0242ac110002,136.500658897147,25.26265136437675,59.80780575327523,13582,0
01c99836-e48b-11ea-8204-0242ac110002,129.62695270607898,24.446073862792304,22.17144495441895,7458,0
01c99836-e48b-11ea-8204-0242ac110002,112.7404120199553,23.814431001853652,45.06609065087617,12228,0
01c99836-e48b-11ea-8204-0242ac110002,130.12070611077544,23.484189089349588,19.01723304576682,9221,0
01c99836-e48b-11ea-8204-0242ac110002,131.87166686154768,24.559364569217937,0,6371,0
01c99836-e48b-11ea-8204-0242ac110002,129.96960253309047,24.143873614050705,29.64094355804242,9313,0
01c99836-e48b-11ea-8204-0242ac110002,132.79842778664397,24.38842812803027,66.30173835512275,12768,0
01c99836-e48b-11ea-8204-0242ac110002,126.73619130512033,24.046313113452012,0,7233,0
01c99836-e48b-11ea-8204-0242ac110002,121.58064821825536,24.922451882533686,0,7708,0
01c99836-e48b-11ea-8204-0242ac110002,133.57328753191086,25.03853491378948,31.558432272813985,11887,0
01c99836-e48b-11ea-8204-0242ac110002,131.99139369971368,24.93660606456784,8.101927736526196,8403,0
01c99836-e48b-11ea-8204-0242ac110002,123.46180054695179,23.35825988377907,48.45576938581766,12169,0
01c99836-e48b-11ea-8204-0242ac110002,124.06811122249508,24.91927036217047,49.034326829462685,9618,0
01c99836-e48b-11ea-8204-0242ac110002,125.60471255749916,22.267539098779796,86.07291586923283,16648,0
01c99836-e48b-11ea-8204-0242ac110002,118.23810799735011,24.269701560006133,25.059552131971717,9953,0
01c99836-e48b-11ea-8204-0242ac110002,133.83267218881795,23.988238198059182,5.081009274534363,6785,0
01c99836-e48b-11ea-8204-0242ac110002,137.5073039315462,24.121677402624467,26.089873890618293,9462,0
01c99836-e48b-11ea-8204-0242ac110002,125.15794488989249,24.00094742568837,35.356117228082574,11334,0
01c99836-e48b-11ea-8204-0242ac110002,134.7306877584033,25.865077552613403,59.32356653561856,12096,0
01c99836-e48b-11ea-8204-0242ac110002,136.37856438712015,23.94443914361017,58.104546328369395,12173,0
01c99836-e48b-11ea-8204-0242ac110002,136.39061942347433,23.27307165294596,48.80796513495535,9813,0
01c99836-e48b-11ea-8204-0242ac110002,126.01824841192843,23.76875284548146,14.00486452921781,7795,0
01c99836-e48b-11ea-8204-0242ac110002,130.96423152114735,24.342816799818213,63.51843588836064,14015,0
01c99836-e48b-11ea-8204-0242ac110002,128.82178673066738,24.79610466260435,47.55783566964781,10364,0
01c99836-e48b-11ea-8204-0242ac110002,127.01751890575946,25.31366744647021,29.892900956362347,12372,0
01c99836-e48b-11ea-8204-0242ac110002,124.2940732105694,24.441330072474347,59.335392447148635,11428,0
01c99836-e48b-11ea-8204-0242ac110002,129.6436625189333,23.953603948304462,21.199488024732226,8238,0
01c99836-e48b-11ea-8204-0242ac110002,127.92471827422949,25.10953843461898,51.28241718390073,11964,0
01c99836-e48b-11ea-8204-0242ac110002,132.0926746973862,23.806831575561606,39.289235107065466,11291,0
01c99836-e48b-11ea-8204-0242ac110002,131.67733338075521,22.09948454627834,0,5784,0
01c99836-e48b-11ea-8204-0242ac110002,118.97044591794234,25.240270584356363,68.51511358079203,12963,0
01c99836-e48b-11ea-8204-0242ac110002,138.5690306967177,23.419664641508287,19.49282901753553,8287,0
01c99836-e48b-11ea-8204-0242ac110002,129.55897492993873,23.467107963841155,6.616787856650882,9113,0
01c99836-e48b-11ea-8204-0242ac110002,126.84091997174417,25.09984298138046,47.81301116702525,11498,0
01c99836-e48b-11ea-8204-0242ac110002,127.34344497017742,25.617400978411425,52.30641892676697,13777,0
01c99836-e48b-11ea-8204-0242ac110002,134.80615669710087,24.201274964492278,70.83924819709273,12556,0
01c99836-e48b-11ea-8204-0242ac110002,132.7489561088066,24.92191147517915,17.891621107608255,11811,0
01c99836-e48b-11ea-8204-0242ac110002,124.91521191337782,23.450267977995058,49.52906873911117,6960,0
01c99836-e48b-11ea-8204-0242ac110002,132.18639472156246,23.012537592485927,23.270308852572633,11447,0
01c99836-e48b-11ea-8204-0242ac110002,119.6395557592052,23.970445887104884,15.594644411927229,8178,0
01c99836-e48b-11ea-8204-0242ac110002,133.50134482237692,23.916363048323188,47.45519021572217,10820,0
01c99836-e48b-11ea-8204-0242ac110002,132.46624409814052,23.217351766494435,32.04411237995016,13110,0
01c99836-e48b-11ea-8204-0242ac110002,124.90738222620809,23.27303312087131,39.78442631136465,10145,0
01c99836-e48b-11ea-8204-0242ac110002,141.02326418585224,23.323046713960572,25.194232682153128,10385,0
01c99836-e48b-11ea-8204-0242ac110002,125.05699099455676,23.715514422656877,7.382567400663741,7187,0
01c99836-e48b-11ea-8204-0242ac110002,144.3656675836541,24.472266993010827,19.690428948520967,7367,0
01c99836-e48b-11ea-8204-0242ac110002,134.0278419440875,24.781980778518104,43.114076750769925,11200,0
01c99836-e48b-11ea-8204-0242ac110002,125.99769914357027,23.852437805947982,57.42777861453349,9956,0
01c99836-e48b-11ea-8204-0242ac110002,125.49028283727121,25.42172032519144,63.29919048342371,11551,0
01c99836-e48b-11ea-8204-0242ac110002,126.71018890509649,23.036809130316822,37.489978405371055,10499,0
01c99836-e48b-11ea-8204-0242ac110002,117.17308712727679,24.16719051792352,19.5837318648747,12677,0
01c99836-e48b-11ea-8204-0242ac110002,131.93611483189883,26.125918310694708,5.153424536336774,6246,0
01c99836-e48b-11ea-8204-0242ac110002,130.95399611111617,22.833360005635473,62.311223167386046,14212,0
01c99836-e48b-11ea-8204-0242ac110002,130.9599632013784,22.937747111064237,31.879608622431395,11288,0
01c99836-e48b-11ea-8204-0242ac110002,135.38006069579475,25.052710058233465,71.64948802996237,11607,0
01c99836-e48b-11ea-8204-0242ac110002,129.13443167602028,26.64228607681573,7.448636532258794,7840,0
01c99836-e48b-11ea-8204-0242ac110002,134.9006643504441,24.25163312638863,38.737331361712464,10455,0
01c99836-e48b-11ea-8204-0242ac110002,132.1095537973803,24.961437416377578,57.546890139458085,8440,0
01c99836-e48b-11ea-8204-0242ac110002,131.55694916400725,24.406263370243217,41.44523719263002,8944,0
01c99836-e48b-11ea-8204-0242ac110002,120.14291483078276,24.12259465297856,2.896280824549853,7493,0
01c99836-e48b-11ea-8204-0242ac110002,126.2069190308502,24.519326830473695,33.86807929371166,6538,0
01c99836-e48b-11ea-8204-0242ac110002,129.10298073863888,24.299032265357813,16.94562198868499,7774,0
01c99836-e48b-11ea-8204-0242ac110002,127.54087534301536,25.23063189602032,57.03407556936791,9203,0
01c99836-e48b-11ea-8204-0242ac110002,118.83391345805478,24.496208196706068,16.10644786555132,7567,0
01c99836-e48b-11ea-8204-0242ac110002,134.58052860558394,25.002377619418994,63.481016217694965,14701,0
01c99836-e48b-11ea-8204-0242ac110002,126.53789412540256,26.080445234213677,62.97129556348778,12308,0
01c99836-e48b-11ea-8204-0242ac110002,122.72142332363053,22.99791252737744,0,6729,0
01c99836-e48b-11ea-8204-0242ac110002,129.49697106342106,23.883598175792276,54.51565255440026,8882,0
01c99836-e48b-11ea-8204-0242ac110002,138.91520483583156,25.061080212554586,50.06167179059124,7938,0
01c99836-e48b-11ea-8204-0242ac110002,134.88783318420474,25.378465522646863,36.844235171575924,8680,0
01c99836-e48b-11ea-8204-0242ac110002,134.2653894181019,26.659162128859386,77.67618699412378,13211,0
01c99836-e48b-11ea-8204-0242ac110002,133.75943849771846,25.987802016859696,67.5687898882685,11134,0
01c99836-e48b-11ea-8204-0242ac110002,120.67935450745388,24.58731064223354,21.563552790849734,8303,0
01c99836-e48b-11ea-8204-0242ac110002,127.9946702732897,23.37354440392466,13.265553486945114,7777,0
01c99836-e48b-11ea-8204-0242ac110002,133.487457270519,22.97097344855866,22.475419959005436,10171,0
01c99836-e48b-11ea-8204-0242ac110002,133.26800552296058,22.507347552421187,30.800457699486635,10065,0
01c99836-e48b-11ea-8204-0242ac110002,128.26526204182835,24.08881071750943,9.392711083594456,8510,0
01c99836-e48b-11ea-8204-0242ac110002,131.89452842710645,25.041012527931695,75.14750614094211,13596,0
01c99836-e48b-11ea-8204-0242ac110002,134.13168551050683,25.52318492107961,1.8470077393976534,8322,0
01c99836-e48b-11ea-8204-0242ac110002,138.45250362118736,24.420634262546812,78.58037978811122,13469,0
01c99836-e48b-11ea-8204-0242ac110002,129.548981425491,24.258494984962493,28.965264275937706,11460,0
01c99836-e48b-11ea-8204-0242ac110002,123.19328014338986,24.05137055261225,27.161384676394462,9258,0
01c99836-e48b-11ea-8204-0242ac110002,136.98053393697649,25.131549057751037,48.87653417917507,10986,0
01c99836-e48b-11ea-8204-0242ac110002,129.11885270684448,23.813880967190766,44.28089419488031,7883,0
01c99836-e48b-11ea-8204-0242ac110002,126.78838857842098,24.14086804192443,44.031304661844786,12872,0
01c99836-e48b-11ea-8204-0242ac110002,135.3060098851736,24.21322510936266,28.065833801411536,12105,0
01c99836-e48b-11ea-8204-0242ac110002,127.76188515437883,24.79769117044621,24.237975050718642,8675,0
01c99836-e48b-11ea-8204-0242ac110002,137.33827035993812,25.016030317997988,81.53793184436675,16772,0
01c99836-e48b-11ea-8204-0242ac110002,119.20241616434278,25.288059687330996,77.37314524318904,17311,0
01c99836-e48b-11ea-8204-0242ac110002,135.4947718436706,24.6853492771022,54.03275838674823,13060,0
01c99836-e48b-11ea-8204-0242ac110002,118.3400588377011,24.986581120636835,12.897698371081352,9719,0
01c99836-e48b-11ea-8204-0242ac110002,131.19340023812464,25.107352161647647,38.095435288325305,10277,0
01c99836-e48b-11ea-8204-0242ac110002,128.72097050212903,23.768308469692716,1.040812961383458,5804,0
01c99836-e48b-11ea-8204-0242ac110002,125.06026290086618,21.645668489338064,25.438016386124715,10475,0
01c99836-e48b-11ea-8204-0242ac110002,135.72787579382248,24.62045559346072,98.86527529480693,19196,0
01c99836-e48b-11ea-8204-0242ac110002,131.1467141688999,23.594826898440022,49.42899396989306,12914,0
01c99836-e48b-11ea-8204-0242ac110002,137.60594422309225,23.952737044414885,21.879895217923835,6557,0
01c99836-e48b-11ea-8204-0242ac110002,133.64322263999404,24.00073074511077,31.282881002537696,8655,0
01c99836-e48b-11ea-8204-0242ac110002,133.21535782167294,24.734794872815378,25.11807988420756,8642,0
01c99836-e48b-11ea-8204-0242ac110002,132.29916106133857,22.733971898398185,34.176141786257034,10071,0
01c99836-e48b-11ea-8204-0242ac110002,117.24861765668484,24.05744958269944,45.88544710989974,11032,0
01c99836-e48b-11ea-8204-0242ac110002,115.44075849262435,23.46394463066193,16.946534476016893,8373,0
01c99836-e48b-11ea-8204-0242ac110002,128.68910092188872,24.855438244986978,75.57813011979081,13012,0
01c99836-e48b-11ea-8204-0242ac110002,136.10297365982936,23.352333248898727,18.58003033362825,10127,0
01c99836-e48b-11ea-8204-0242ac110002,134.28104455904415,23.992456222422124,3.9313366663393268,7562,0
01c99836-e48b-11ea-8204-0242ac110002,141.45144394193935,25.401269591124937,20.24211141893644,7621,0
01c99836-e48b-11ea-8204-0242ac110002,125.31057680929712,24.833370121736905,12.770511170892226,9385,0
01c99836-e48b-11ea-8204-0242ac110002,125.6420936027588,23.20134413755806,62.28169399733828,12645,0
01c99836-e48b-11ea-8204-0242ac110002,125.10588975281772,25.639367672548055,30.63017745652721,6313,0
01c99836-e48b-11ea-8204-0242ac110002,141.72645896971355,25.573050515284223,13.414865432688883,7536,0
01c99836-e48b-11ea-8204-0242ac110002,129.98935408733016,24.685333100388505,47.506219218395,7726,0
01c99836-e48b-11ea-8204-0242ac110002,135.34320358157245,24.21070195872515,15.334195537380035,8672,0
01c99836-e48b-11ea-8204-0242ac110002,116.17904774855572,24.330425154056293,31.02287761607141,9910,0
01c99836-e48b-11ea-8204-0242ac110002,128.98758896333842,24.89582614328765,23.840868821273464,8779,0
01c99836-e48b-11ea-8204-0242ac110002,138.91942058094872,23.154888226119688,26.80864071188982,10825,0
01c99836-e48b-11ea-8204-0242ac110002,126.99526459635398,24.360785453894948,20.339616751492265,8362,0
01c99836-e48b-11ea-8204-0242ac110002,125.98497348946056,24.463469811010707,39.848490778694526,8906,0
01c99836-e48b-11ea-8204-0242ac110002,130.07975930083887,23.778821266604165,70.63531157509928,16302,0
01c99836-e48b-11ea-8204-0242ac110002,145.23553074551415,24.42921732333311,6.611301795281173,7792,0
01c99836-e48b-11ea-8204-0242ac110002,137.93550383839298,25.14256126262896,50.75136250278184,9799,0
01c99836-e48b-11ea-8204-0242ac110002,144.18592869263196,25.021983527149047,47.963330999328065,14906,0
01c99836-e48b-11ea-8204-0242ac110002,128.42590178862767,22.957495509087057,20.373237757718165,6706,0
01c99836-e48b-11ea-8204-0242ac110002,131.879488655554,24.444913837028096,81.59668447689575,15471,0
01c99836-e48b-11ea-8204-0242ac110002,118.52691860596452,22.177018695246833,40.82052319743866,11703,0
01c99836-e48b-11ea-8204-0242ac110002,140.41032014534463,24.715407470363722,65.11802832829686,13136,0
01c99836-e48b-11ea-8204-0242ac110002,132.23573863703697,23.536463550780102,45.966382567417654,8496,0
01c99836-e48b-11ea-8204-0242ac110002,128.30330804299962,24.523998262074404,21.76026472153655,10852,0
01c99836-e48b-11ea-8204-0242ac110002,130.4483361714094,23.253190699764968,55.594627967435805,10848,0
01c99836-e48b-11ea-8204-0242ac110002,134.36051534225524,24.485115631372057,65.02476484944138,14015,0
01c99836-e48b-11ea-8204-0242ac110002,136.92519127175362,23.395074905319518,10.03143434060984,8341,0
01c99836-e48b-11ea-8204-0242ac110002,141.02999561271466,22.396556088933508,34.069176910766494,10355,0
01c99836-e48b-11ea-8204-0242ac110002,129.749717872055,23.046584806720197,37.72763057377302,10271,0
01c99836-e48b-11ea-8204-0242ac110002,120.041205273174,24.01714599783784,24.15789786380223,8716,0
01c99836-e48b-11ea-8204-0242ac110002,125.48789281041742,24.59887142973723,1.1891673975052333,7361,0
01c99836-e48b-11ea-8204-0242ac110002,126.63555459137855,24.843164821619816,83.86694947947453,14733,0
01c99836-e48b-11ea-8204-0242ac110002,135.86251378762393,25.154952628745473,53.76681506766029,9321,0
01c99836-e48b-11ea-8204-0242ac110002,139.29335235511925,25.45601271193031,51.555525886537424,10553,0
01c99836-e48b-11ea-8204-0242ac110002,131.7223054894669,22.682085603665637,0,7376,0
01c99836-e48b-11ea-8204-0242ac110002,134.7694956472794,25.929258605333732,28.9840948207233,8243,0
01c99836-e48b-11ea-8204-0242ac110002,130.7786810447215,23.85691023036325,48.961903961133245,11477,0
01c99836-e48b-11ea-8204-0242ac110002,115.7679988556541,24.569518758232736,66.92275290855129,12150,0
01c99836-e48b-11ea-8204-0242ac110002,127.44943187940595,23.417940662515342,21.606990622728887,10083,0
01c99836-e48b-11ea-8204-0242ac110002,128.69974361851212,26.245158970142803,13.65342664224274,8882,0
01c99836-e48b-11ea-8204-0242ac110002,124.2244974338692,21.299742345877235,47.218373104279664,10269,0
01c99836-e48b-11ea-8204-0242ac110002,122.23662206676589,25.536592087845555,9.02028849431998,7783,0
01c99836-e48b-11ea-8204-0242ac110002,122.85804192616932,24.048620201110463,13.72302831089389,7378,0
01c99836-e48b-11ea-8204-0242ac110002,123.92419121301694,24.056857824050216,12.591213108412058,7635,0
01c99836-e48b-11ea-8204-0242ac110002,117.04332341359752,23.38464149209006,44.02114623938918,11877,0
01c99836-e48b-11ea-8204-0242ac110002,122.73070167571468,23.283440485905817,51.567012583758356,9593,0
